MINISTERIO DE DEFENSA NACIONAL,,,,,,,
POLICÍA NACIONAL,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL,,,,,,,
GRUPO DE INFORMACION DE CRIMINALIDAD,,,,,,,
DELITO DE HOMICIDIOS ,,,,,,,
PERÍODO DEL 01 DE ENERO AL 31 DE OCTUBRE AÑO 2020,,,,,,,
DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,AGRUPA EDAD PERSONA,CANTIDAD
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,7/22/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,7/27/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,8/4/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,8/15/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/4/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/4/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/5/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/10/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/13/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/13/2020,FEMENINO,MENORES,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/13/2020,MASCULINO,MENORES,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/20/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/20/2020,MASCULINO,MENORES,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/21/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/23/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/29/2020,FEMENINO,ADULTOS,4
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,9/30/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/1/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/2/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/7/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/15/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/17/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/18/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/20/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/21/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/22/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/22/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/25/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/26/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/27/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/28/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/29/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/30/2020,FEMENINO,ADULTOS,3
ANTIOQUIA,MEDELLÍN (CT),05001000,NO REPORTADO,10/31/2020,FEMENINO,ADULTOS,5
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,1/2/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,1/6/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,2/8/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,3/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,3/22/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,6/10/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,6/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,6/19/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,6/28/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,6/29/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,7/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,7/26/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,MUTATÁ,05480000,NO REPORTADO,8/20/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,NECHÍ,05495000,NO REPORTADO,8/30/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,NECOCLÍ,05490000,NO REPORTADO,2/23/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,NECOCLÍ,05490000,NO REPORTADO,4/23/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,NECOCLÍ,05490000,NO REPORTADO,5/17/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,NECOCLÍ,05490000,NO REPORTADO,6/7/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,NECOCLÍ,05490000,NO REPORTADO,7/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,OLAYA,05501000,NO REPORTADO,10/15/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,PEÑOL,05541000,NO REPORTADO,10/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,4/4/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,5/1/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,5/10/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,5/20/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,5/31/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,6/4/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,6/23/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,7/1/2020,FEMENINO,MENORES,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,7/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,7/27/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,7/29/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,8/10/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,8/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,9/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,9/17/2020,MASCULINO,MENORES,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,10/1/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,10/1/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,10/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,10/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,10/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,05579000,NO REPORTADO,10/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO NARE,05585000,NO REPORTADO,1/4/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO NARE,05585000,NO REPORTADO,2/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO NARE,05585000,NO REPORTADO,3/6/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO NARE,05585000,NO REPORTADO,5/31/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO NARE,05585000,NO REPORTADO,6/4/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO NARE,05585000,NO REPORTADO,9/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO NARE,05585000,NO REPORTADO,10/4/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO TRIUNFO,05591000,NO REPORTADO,6/21/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,PUERTO TRIUNFO,05591000,NO REPORTADO,8/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,RIONEGRO,05615000,NO REPORTADO,10/24/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,RIONEGRO,05615000,NO REPORTADO,10/25/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,RIONEGRO,05615000,NO REPORTADO,10/25/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,RIONEGRO,05615000,NO REPORTADO,10/25/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,1/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,2/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,2/28/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,3/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,3/31/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,4/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,5/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,5/16/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,5/18/2020,FEMENINO,ADULTOS,4
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,5/27/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,5/28/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,6/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,6/9/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,6/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,6/25/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,6/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,7/27/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,7/27/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,8/3/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,8/16/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,8/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,8/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,8/18/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,9/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,9/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,9/21/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,9/23/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SABANETA,05631000,NO REPORTADO,10/4/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SAN JUAN DE URABÁ,05659000,NO REPORTADO,1/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SAN JUAN DE URABÁ,05659000,NO REPORTADO,9/13/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SAN PEDRO,05664000,NO REPORTADO,3/5/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SAN PEDRO DE URABÁ,05665000,NO REPORTADO,2/21/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SAN PEDRO DE URABÁ,05665000,NO REPORTADO,2/29/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SAN ROQUE,05670000,NO REPORTADO,10/21/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,05042000,NO REPORTADO,10/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,05736000,NO REPORTADO,10/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,05736000,NO REPORTADO,10/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,05736000,NO REPORTADO,10/28/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,SOPETRÁN,05761000,NO REPORTADO,10/28/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TÁMESIS,05789000,NO REPORTADO,8/31/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TARSO,05792000,NO REPORTADO,9/19/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TARSO,05792000,NO REPORTADO,10/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TARSO,05792000,NO REPORTADO,10/13/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,1/6/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,1/8/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,1/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,1/17/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,1/17/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,1/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,1/19/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,1/24/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,1/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,2/3/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,2/10/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,2/13/2020,FEMENINO,ADULTOS,3
ANTIOQUIA,TURBO,05837000,NO REPORTADO,2/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,2/21/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,2/23/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,2/23/2020,MASCULINO,MENORES,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,2/24/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,2/25/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,2/26/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,3/8/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,3/12/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,3/16/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,3/29/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,4/2/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,4/11/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,4/14/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,4/15/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,4/18/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,4/19/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,4/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,4/24/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,4/28/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,5/1/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,5/5/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,5/6/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,5/10/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,5/11/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,5/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,5/18/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,5/23/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,5/23/2020,FEMENINO,MENORES,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,5/29/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,5/31/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,6/1/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,6/2/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,6/7/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,6/10/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,6/21/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,6/22/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,6/23/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,6/24/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,6/29/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,7/7/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,7/29/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,7/30/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,7/30/2020,FEMENINO,MENORES,3
ANTIOQUIA,TURBO,05837000,NO REPORTADO,7/30/2020,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,7/30/2020,MASCULINO,MENORES,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,7/31/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,8/3/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,8/5/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,8/10/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,8/22/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,9/10/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,9/15/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,9/19/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,9/20/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,9/27/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,9/29/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,TURBO,05837000,NO REPORTADO,10/2/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,10/4/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,10/13/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,10/18/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,10/19/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,10/20/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,10/23/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,10/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,10/27/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,TURBO,05837000,NO REPORTADO,10/27/2020,FEMENINO,ADULTOS,2
ANTIOQUIA,VALPARAÍSO,05856000,NO REPORTADO,10/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,VIGÍA DEL FUERTE,05873000,NO REPORTADO,2/2/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YARUMAL,05887000,NO REPORTADO,10/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YARUMAL,05887000,NO REPORTADO,10/23/2020,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,YARUMAL,05887000,NO REPORTADO,10/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YARUMAL,05887000,NO REPORTADO,10/25/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,1/13/2020,FEMENINO,MENORES,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,1/18/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,1/19/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,1/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,2/28/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,2/28/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,3/2/2020,MASCULINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,3/8/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,3/27/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,4/2/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,4/5/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,4/11/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,4/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,5/11/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,5/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,5/13/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,5/19/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,7/12/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,7/19/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,8/9/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,8/26/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,9/25/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,10/10/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,10/17/2020,FEMENINO,ADULTOS,1
ANTIOQUIA,YONDÓ,05893000,NO REPORTADO,10/25/2020,FEMENINO,ADULTOS,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTADO,3/31/2020,FEMENINO,ADULTOS,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTADO,3/31/2020,MASCULINO,ADULTOS,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTADO,4/4/2020,MASCULINO,ADULTOS,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTADO,4/22/2020,MASCULINO,ADULTOS,1
